client,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
4,0.73,0.0,0.7416666666666667,0.014337208778404347
8,1.4283333333333335,0.015456030825826259,1.361666666666667,0.002357022603955213
16,2.8183333333333334,0.010274023338281793,2.7266666666666666,0.002357022603955108
32,5.616666666666667,0.010274023338281408,5.446666666666666,0.006236095644623419
48,8.393333333333333,0.04478342947514758,8.166666666666666,0.006236095644623577
64,11.161666666666667,0.006236095644622786,10.895000000000001,0.007071067811864906
80,13.696666666666667,0.0023570226039546895,13.61,0.004082482904637818
96,16.30666666666667,0.018856180831640864,16.305,0.010801234497346476
112,19.025000000000002,0.02483277404291825,19.015,0.014719601443879632
