client,worker,cpu_mean,cpu_std
12,8,11.909542372881356,0.1366444469200201
12,16,14.125858757062147,1.5216986434045796
12,32,13.53035593220339,0.1081058360133227
12,64,14.626949152542373,0.2088916667330881
24,8,12.244468926553672,0.33842616441488776
24,16,20.307621468926556,0.24452562886564855
24,32,21.5984011299435,0.8440012172063861
24,64,22.73620903954802,0.5017204950978684
48,8,12.175491525423729,0.31433924655799667
48,16,21.114372881355937,0.22098475251606137
48,32,26.3580790960452,0.08648466847111118
48,64,27.684214689265534,0.12003064607025264
96,8,12.336152542372881,0.307252476732879
96,16,21.997892655367234,0.6953898758589733
96,32,27.045056497175143,0.33258379733965493
96,64,29.46101129943503,0.15925627584742025
144,8,11.730983050847456,0.36303063135092795
144,16,21.783683615819204,0.4265348055093458
144,32,27.32593220338983,0.19778108421387322
144,64,29.68271186440678,0.6474541761969178
192,8,12.730819209039547,0.2901871939836571
192,16,22.44028813559322,0.663871848100211
192,32,27.35124293785311,0.07877574250167275
192,64,30.14404519774011,0.17527366836150887
