client,worker,read_queueLength, read_queueLength_std,write_queueLength,write_queueLength_std
6,8,1.1655113422610668,0.010898972898290374,1.141581929949692,0.01917351428726661
6,16,1.1803669721117758,0.029503277222094497,1.140836957841277,0.006216393844902609
6,32,1.1847463135702927,0.013293936609594529,1.1235967220315832,0.004792769452330494
6,64,1.1703564090259502,0.005427535995113875,1.1254535139504374,0.005019516569754957
24,8,2.363414597937044,0.018541103318994626,1.9150849899114677,0.02584237299052865
24,16,3.213312097819441,0.07501074224747224,2.0377822738693108,0.01632529106428719
24,32,3.162392329208847,0.06465949406408511,1.967622276878058,0.036300066261583795
24,64,3.1592507822640243,0.06385673740307789,1.8910362752437464,0.025093057742634598
48,8,11.626755683051655,0.140596888172549,10.667012719563127,0.1516305813488243
48,16,4.4021617800046196,0.01108066899029223,3.4679248858552736,0.020507046299238673
48,32,6.0139876459107,0.04272438368698461,3.1758635619788524,0.11908577438384688
48,64,5.967959551991122,0.12561994395787354,3.0548591561697673,0.04501739038379708
96,8,35.345035328880286,0.3489152243276258,34.146404022018004,0.29566403092988014
96,16,24.35661068595154,0.39341601305773133,22.8173140418948,0.2546244532629876
96,32,7.872074162115742,0.009673115620832852,7.0563503602084365,0.09041771265463251
96,64,6.272633763562801,0.10090789541979009,6.1252123892735,0.020662901781637443
144,8,58.67691894215048,0.2354636121171599,58.252186726322314,0.28547789818071123
144,16,47.458860802911374,1.052276940470229,46.89500142061953,0.17146315646954785
144,32,28.5562260233026,0.22866125109812704,23.217056408571267,0.4495242415083835
144,64,6.223070837943887,0.07917596884677446,8.299186439331216,0.18290475387315366
192,8,83.3905497494529,0.09433183322567802,82.47394012330724,0.0419720179181481
192,16,72.45302777087092,0.046138329481542555,68.09656561798504,2.9937614315490513
192,32,52.64096359891488,0.1292406008595551,45.538396848318115,0.4999129601608269
192,64,20.53383670301923,0.062022806680210534,15.03471000534259,0.6731973999925884
240,8,106.9807080695852,0.7663039138220924,105.01200673049156,1.9599285848409544
240,16,96.27623645245819,0.33130479102956795,93.60712901002641,2.0142525613887146
240,32,74.29057919971272,2.4551162174677374,71.28704374006146,0.29029891075027503
240,64,43.23568129809903,1.7449813144012407,32.80799512554138,1.2067576029873417
